Newspaper,Bank,Frequency,Year,Month,Day,Number,Readership,Title,Section,Text,State,branch,identifier,length,nwords,FSB,Bank_type,Depositors,coverage
New National Era,FSB,Weekly,1870,9,29.0,"Vol. I, no 38",African American,items from the branches. new york branch.,From the National Savings Bank. ,"the heavy expense of living in our city, makes it difficult for the people to save much from their earnings without the utmost care and prudence in the management of household affairs. this many had already learned, but the establishment and growth of our bank, although slow, has nevertheless extended the list of such persons, and inspired new hope and promises in the minds of our youth, and beckons them forward to new aspirations. the habit of saving - prudence in expenditude, and lofty aim and purpose, are the lessons we endeavor to teach ; and now more extensively than ever before, we shall spread before the people these and similar lessons. a large amount of money necessarily passes through the hands of the people of all classes living in the city, and if but a little of the amount needlessly spent, were saved, it would amount to many hundred thousand dollars in a few years. the fact that about two hundred and forty-thousand dollars has been deposited with this bank, completes the argument, that our national company, with fifteen millions of dollars in deposits, is beginning to be better appreciated and that the people are beginning the foundation for future self reliance. money, it must be admitted, cannot take the place of character or intelligence ; but that the possession of money is one of the great powers of the nation, and one of the foundation stones of social progress, must also be admitted. oppression and disfranchisement entailed distrust and waste ; we believe that liberty and equality of rights should work out mutual confidence, and prudent consideration for the future. if these views can be successfully pressed upon the attention of the people, it ought to yield at least forty thousand dollars during the fall. john j. zuille, cashier. ",DC,Washington,1870092901204,1783.0,301.0,1.0,Savings,Minority,1870-1874
New National Era,FSB,Weekly,1870,9,29.0,"Vol. I, no 38",African American,items from the branches. savannah branch.,From the National Savings Bank. ,"to the usual dullness of business in savannah during the summer has been added, this year, an almost unprecedented scarcity of money. this has very materially affected our deposits, and necessitated unusally heavy drafts. the bank has, however, maintained its ground, and is daily growing in the confidence and esteem of the colored people. this is manifest in the increase of new depositors, three hundred and twenty five of whom have opened accounts during the past three months. according to the recent census savannah has a population of about thirty thousand. one-third of the inhabitants are colored people. of this third our nineteen hundred depositors constitute one-fifth. this fact speaks well for the intelligence, industry, and economy of the colored people. we earnestly desire to largely increase the number of depositors. the blessings of the savings bank system should not be enjoyed by every person. we rely mainly upon our present depositors, who know the value of this institution, to do this work. commend the bank, depisitors, to your friends, acquaintances, and neighbords. i. w. brinckerhoff, cashier. ",DC,Washington,1870092901202,1123.0,177.0,1.0,Savings,Minority,1870-1874
New York Daily Tribune,Metropolitan Savings Bank,Daily,1870,10,1.0,Vol. XXX. No. 9200,General Audience,metropolitan savings bank,Savings Banks," money deposited on or before the 20th of october will draw interest from october 1. interest payable in january. six per cent paid on all sums of $5 and upward. deposits of one dollar received. bank open every day from 10am to 3pm, and on monday and wednesday eveings from 5 to 7.",NY,New York City,1870100112207,281.0,53.0,0.0,Savings,,1865-1872
New York Daily Tribune,New York Savings Bank,Daily,1870,10,1.0,Vol. XXX. No. 9200,General Audience,new york savings bank,Savings Banks,"six per cent interest, paid on all sums from $5 to $5,000. deposits made on or before oct.1 will draw interest from oct.1. ",NY,New York City,1870100112202,123.0,23.0,0.0,Savings,,1865-1872
New York Daily Tribune,Dime Savings Bank of Williamsburghh,Daily,1870,10,1.0,Vol. XXX. No. 9200,General Audience,union dime savings bank,Savings Banks,"six per cent interest on $5 to $5,000. money deposited now will bear interest from october 1. assets $7,758,946 96.",NY,New York City,1870100112201,115.0,20.0,0.0,Savings,,1865-1872
New York Daily Tribune,Atlantic Savings Bank,Daily,1870,10,1.0,Vol. XXX. No. 9200,General Audience,atlantic savings bank,Savings Banks,"deposits from $1 to $5,000 received, and interest thereon allowed at the rate of six per cent free of tax. interest commences quarterly-january, april, july, and october.",NY,New York City,1870100112204,170.0,27.0,0.0,Savings,,1865-1872
New York Daily Tribune,Mutual Benefit Savings Bank,Daily,1870,10,1.0,Vol. XXX. No. 9200,General Audience,mutual benefit savings bank,Savings Banks,"interest commences every month, at six per cent per annum; compounded january and july. country deposits may be sent by express, draft, or post-office money order. one dollar will begin on account. ",NY,New York City,1870100112205,198.0,32.0,0.0,Savings,,1865-1872
New York Daily Tribune,Citizens' Savings Bank,Daily,1870,10,1.0,Vol. XXX. No. 9200,General Audience,interest from the first of each month.,Savings Banks,"present rate of interest six per cent on all sums from five dollars to ten thousand dollars. money deposited on or before october 1 will bear interest from that date. interest ealenlated from the first of the month following the day of deposits, and is computed and paid or credited january 1 and july 1, on the amount in bank on those days. bank open every day from 10am to 3pm, and on mondays and saturdays from 10am to 7pm.",NY,New York City,1870100112208,426.0,80.0,0.0,Savings,,1865-1872
New York Daily Tribune,Irving Savings Institution,Daily,1870,10,1.0,Vol. XXX. No. 9200,General Audience,irving savings institution,Savings Banks,"open daily from 10am to 3pm. money deposited on or before october 1, will draw interest from that date, at 6 per cent, on all amounts.",NY,New York City,1870100112203,134.0,26.0,0.0,Savings,,1865-1872
New York Daily Tribune,Third Avenue Savings Bank,Daily,1870,10,1.0,Vol. XXX. No. 9200,General Audience,third-ave. savings bank,Savings Bank,"all deposits made on or before october 1, will draw interest from that date. $1 to $5,000 received. 6 per cent interest paid. open daily from 10am to 3pm, and on monday, wednesday, and saturday evenings from 6 to 8 o'clock. ",NY,New York City,1870100112206,224.0,41.0,0.0,Savings,,1865-1872
New Orleans Republican,FSB,Weekly,1870,10,2.0,Vol. IV. No. 148,General Audience,"we copy the following from the louisiana sta slule register, the official journal of jefferson and carrollton parishes:",\,"
the republicans have nominated a ticket in new orleans which, in all the essentials of capacity and honesty far excels any ticket that has been presented for the public suffrage for years.   it is without exceeption better than any combination of men that politics has seen since the days of the old whig party.   it is a credit to the greatest city of the south, or to any city.   old ben flanders reminds us of haroun-al-raschid who was the glory at bagdad.   he is the best man for the office in louisiana beacsue he is honest and indefatigable.  in fatc, he is so straight that he leans backwards a little.

if the poor people of new orleans want a mayor who will see that they enkoy as many favors as the law can give to an class, they will go to the polls and vote in a soild mass for this man, who is like a light set on a high place.  messrs. bouzano and emley have won individual praise from all sorts of people for the ability with which they have managed their offices.  of mr. emley we can speak by the card.  he is a man worthy of the confidence of the people.  his record as a gentleman and a christian is above reproach.  mr. bonzano is the favorite of
those who know him, and the ability he has displayed in subduing the chaos in the assessment department is his highest pralse.  mr james lewis is a man of unblemished character and attainments.

of the parish ticket, c. s. saurinet, nominated in opposition to mr. maxwell, is a man whose selection reflects credit on the party.  he has held' responsible civil and niilitary positions with great ability, and for the last three years his financial credit has lent great strength to the fsb on carondelet street, of which he has been cashier since its foundation. the other candidates are all of a good reputation, and the public has sighnified its acquiescence in their election by refusing to make any sign in favor of the opposition. the day is already won so far as new orlean is concerned.",LA,New Orleans,1870100222201,1981.0,358.0,1.0,Savings,Minority,1867-1874
